,APR,DOM,EVA,MEJ,MET,PRA,REC,RET,ASE,GÉNERO ALUMNO,PROM ACUMULADO EN PROFESIONAL,Género del profesor,Tipo Comentario,Comentarios,AVG,Lemm
522,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,71.0,0.0,1,Buena maestra ,1.0,"['buen', 'maestro']"
523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,86.666,0.0,2,Es una docente altamente preparada que sabe cómo facilitar las explicaciones para la comprensión de los temas que imparte. N/d.,1.0,"['docente', 'altamente', 'preparado', 'saber', 'cómo', 'facilitar', 'explicación', 'comprensión', 'tema', 'impartir', 'nd']"
524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,82.545,0.0,2,"Sabe mucho, sabe explicar y acercarse con los alumnos si lo recomiendo",1.0,"['saber', 'mucho', 'saber', 'explicar', 'acercar', 'él', 'alumno', 'si', 'recomer']"
525,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,91.384,0.0,1,Porque es paciente y explica bien ,1.0,"['paciente', 'explicar', 'bien']"
526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,92.166,0.0,1,Si la recomiendo porque da todo lo suyo para enseñar ,1.0,"['si', 'recomer', 'dar', 'enseñar']"
527,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,92.923,0.0,1,Es muy buena explicando y te permite desarrollar el pensamiento lógico. Relaciona muy bien lo experimental con la teoría ,1.0,"['buen', 'explicar', 'permitir', 'desarrollar', 'pensamiento', 'lógico', 'relacionar', 'bien', 'experimental', 'teoría']"
528,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,91.692,0.0,2,"Sabe bastante, y brinda explicaciones claras Si lo recomendaría",0.0,"['saber', 'bastante', 'brindar', 'explicación', 'claro', 'si', 'recomendar']"
529,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,90.909,0.0,1,Me gusta su forma de trabajar ,1.0,"['gustar', 'forma', 'trabajar']"
530,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,69.842,0.0,1,"Da muy bien su laboratorio, le gusta. ",0.0,"['dar', 'bien', 'laboratorio', 'gustar']"
531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.0,0.0,1,Por sus conocimientos en fisica experimental ,1.0,"['conocimiento', 'fisico', 'experimental']"
532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,78.285,0.0,1,Es el segundo semestre que llevo clases con ella y me gusta su clase ,1.0,"['segundo', 'semestre', 'llevar', 'clase', 'gustar', 'clase']"
533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,87.0,0.0,1,bien ,1.0,['bien']
534,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,87.0,0.0,1,porque explica muy bien ,0.0,"['explicar', 'bien']"
535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,79.727,0.0,2,Es buena haciendo las presentaciones para reforzar los temas pero en el laboratorio aveces se vuelve complicado porque esta muy ocupada con todos los equipos Esta muy sobresaturada a la hora de hacer las practicas,0.0,"['buen', 'hacer', 'presentación', 'reforzar', 'tema', 'laboratorio', 'avez', 'volver', 'complicado', 'ocupado', 'equipo', 'sobresaturado', 'hora', 'hacer', 'practica']"
536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,95.642,0.0,2,Comprensible Discordia,1.0,"['comprensible', 'discordia']"
537,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,89.23,0.0,1,Me gusta como explica los temas de las practicas y es muy paciente en la clase. Es muy buena maestra. ,1.0,"['gustar', 'explicar', 'tema', 'practico', 'paciente', 'clase', 'buen', 'maestro']"
538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,91.75,0.0,1,"Sus explicaciones son muy claras y prácticas, siempre ejemplifica con casos reales, lo cual nos ayuda a comprender mejor el objetivo de un tema. Tiene la mejor actitud, es excelente. ",1.0,"['explicación', 'claro', 'práctico', 'siempre', 'ejemplificar', 'caso', 'real', 'ayudar', 'comprender', 'mejor', 'objetivo', 'tema', 'mejor', 'actitud', 'excelente']"
539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,95.153,0.0,1,"Es una maestra adecuada para la clase de laboratorio, resuelve todas las dudas. ",1.0,"['maestro', 'adecuado', 'clase', 'laboratorio', 'resolver', 'todo', 'duda']"
540,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,97.428,0.0,1,"La maestra tiene amplio dominio de los temas del laboratorio, da explicaciones muy claras. La clase es algo rápida por el poco tiempo pero siempre está dispuesta a resolver dudas. ",1.0,"['maestro', 'amplio', 'dominio', 'tema', 'laboratorio', 'dar', 'explicación', 'claro', 'clase', 'rápido', 'tiempo', 'siempre', 'dispuesto', 'resolver', 'duda']"
541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,66.88,0.0,1,"Muy buena maestra, clase muy interesante ",1.0,"['buen', 'maestro', 'clase', 'interesante']"
542,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,81.5,0.0,1,"Es una maestra la cual se ve que si le pone pasión a su clase, y le gusta impartirla. ",1.0,"['maestro', 'ver', 'si', 'poner', 'pasión', 'clase', 'gustar', 'impartir', 'él']"
543,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,81.928,0.0,1,muy buena maestra ,0.0,"['buen', 'maestro']"
544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,83.25,0.0,2,"Enseña muy bien, es fácil de entender los temas. La recomiendo.",0.0,"['enseñar', 'bien', 'fácil', 'entender', 'tema', 'recomer']"
545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,98.285,0.0,1,"Me tocaba laboratorio con ella el viernes, y al principio de cada uno daba como un resumen general del tema que hacía que todo lo que veía en la semana me quedara bastante claro lo cual me ayudaba para la clase teórica como la práctica. ",1.0,"['tocar', 'laboratorio', 'viernes', 'principio', 'cada', 'dar', 'resumen', 'general', 'tema', 'hacer', 'ver', 'semana', 'quedar', 'bastante', 'claro', 'ayudar', 'clase', 'teórico', 'práctico']"
546,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,93.846,0.0,2,Muy buenas explicaciones na,1.0,"['buen', 'explicación', 'na']"
547,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,93.846,0.0,2,"Es muy buena maestra, muy paciente para las entregas de los labs y los prelabs, es muy buena onda y siempre trata de ayudarte No aplica, es excelente.",1.0,"['buen', 'maestro', 'paciente', 'entrega', 'lab', 'prelab', 'buen', 'onda', 'siempre', 'tratar', 'ayudar', 'tú', 'no', 'aplicar', 'excelente']"
548,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,91.923,0.0,1,"Es una maestra que siempre esta para ayudar y es muy empática cuando algún alumno no entiende algo, volviéndolo a explicar. ",1.0,"['maestro', 'siempre', 'ayudar', 'empático', 'alguno', 'alumno', 'no', 'entender', 'algo', 'volver', 'él', 'explicar']"
549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.0,0.0,2,sin comentarios sin comentarios,1.0,"['comentario', 'comentario']"
550,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,86.826,0.0,1,Vuelve a retomar los temas que viste con el otro profesor en el laboratorio para asegurarse que no queden dudas ,1.0,"['volver', 'retomar', 'tema', 'ver', 'profesor', 'laboratorio', 'asegurar', 'él', 'no', 'quedar', 'duda']"
551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,79.916,0.0,2,"Muy buena maestra, ayuda comprender bien el tema Sin comentarios",1.0,"['buen', 'maestro', 'ayudar', 'comprender', 'bien', 'tema', 'comentario']"
552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,77.478,0.0,1,"Es una excelente maestra, que te ayuda a crecer como estudiante, sus explicaciones son sumamente claras, y estás en una constante mejora. ",1.0,"['excelente', 'maestro', 'ayudar', 'crecer', 'estudiante', 'explicación', 'sumamente', 'claro', 'constante', 'mejora']"
553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,72.625,0.0,2,es bueno no es bueno,0.0,"['buen', 'no', 'buen']"
554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,95.75,0.0,1,"Muy buenas explicaciones, metodología y paciencia. ",1.0,"['buen', 'explicación', 'metodologío', 'paciencia']"
555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,67.604,1.0,1,ENCANTADA CON LA CLASE ,1.0,"['encantado', 'clase']"
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.51,1.0,1,¿Por qué la mayoría de las veces responde mis dudas en clase al último? ,0.0,"['¿', 'por', 'mayoría', 'vez', 'responder', 'duda', 'clase', 'último']"
557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,86.44,1.0,1,"Muy bueno explicando, tranquilo y paciente ",1.0,"['buen', 'explicar', 'tranquilo', 'paciente']"
558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,88.206,1.0,0," Faltó a muchas clases, no explicaba los temas, no hubo exigencia.",0.0,"['faltar', 'mucho', 'clase', 'no', 'explicar', 'tema', 'no', 'exigencia']"
559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.6,1.0,1,Muy buen maestro con mucha experiencia profesional que nos sirve en clase. ,0.0,"['buen', 'maestro', 'mucho', 'experiencia', 'profesional', 'servir', 'clase']"
560,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,90.962,1.0,1,Muy padre sus clases y aprendes muchisimo sobre un tema muy relevante de nuestra carrera. ,1.0,"['padre', 'clase', 'aprender', 'muchisimo', 'tema', 'relevante', 'carrera']"
561,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,91.367,1.0,2,"Muy buen maestro, da ejemplos de la vida real, explica muy bien, da consejos de uso de herramientas muy utiles para el dia a dia y sus clases son entretenidas - Pris si lo recomiendo",1.0,"['buen', 'maestro', 'dar', 'ejemplo', 'vida', 'real', 'explicar', 'bien', 'dar', 'consejo', 'uso', 'herramienta', 'util', 'dia', 'dia', 'clase', 'entretenido', 'pris', 'si', 'recomer']"
562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,79.812,1.0,2,Muy buen maestro Ninguna queja,0.0,"['buen', 'maestro', 'ninguno', 'queja']"
563,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,88.51,1.0,1,Usa ejemplos muy reales y actualizados ,1.0,"['usar', 'ejemplo', 'real', 'actualizado']"
564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,83.684,1.0,2,porque aprendes mucho si lo recomiendo,1.0,"['aprender', 'si', 'recomer']"
565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93.16,1.0,2,Muy bueno nada,0.0,['buen']
566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,82.0,0.0,2,"No resuelve una sola duda por mas minima que sea al momento de hacer examen, y eso que nos explica en clase viene en el examen pero de otra manera que no vimos y eso me confunde. Sus explicaciones en clase no son similares a como vienen en las evaluaciones.",0.0,"['no', 'resolver', 'solo', 'duda', 'mas', 'minimo', 'momento', 'hacer', 'examen', 'explicar', 'clase', 'venir', 'examen', 'manera', 'no', 'ver', 'confundir', 'explicación', 'clase', 'no', 'similar', 'venir', 'evaluación']"
567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,77.545,0.0,1,"Es buena maestra, explica muy bien y se preocupa por que cada uno de sus alumnos entienda cada tema. ",1.0,"['buen', 'maestro', 'explicar', 'bien', 'preocupar', 'cada', 'alumno', 'entender', 'cada', 'tema']"
568,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,85.0,0.0,1,Utiliza las herramientas otorgadas en el curso que permiten reforzar conocimientos ,1.0,"['utilizar', 'herramienta', 'otorgado', 'curso', 'permitir', 'reforzar', 'conocimiento']"
569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,84.0,0.0,2,ps el salon esta muy preparado puede ser poco accesible,1.0,"['ps', 'salon', 'preparado', 'poder', 'ser', 'accesible']"
570,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,88.916,0.0,2,Porque te ayuda en lo que necesitas Porque no queda muy claro el tema y las asesorías son muy tarde,0.0,"['ayuda', 'necesitar', 'no', 'quedar', 'claro', 'tema', 'asesoría', 'tarde']"
571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,63.413,0.0,1,Es tolerante con los alumnos y flexible ,0.0,"['tolerante', 'alumno', 'flexible']"
572,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,81.0,0.0,1,Buena explicando pero exámenes un poco difíciles. ,1.0,"['buen', 'explicar', 'examen', 'difícil']"
573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,74.103,0.0,1,Excelente maestra siempre esta para apoyarte ,1.0,"['excelente', 'maestro', 'siempre', 'apoyartar']"
574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,84.777,0.0,1,Explica de forma que comprendes fácilmente y a buena velocidad ,1.0,"['explicar', 'forma', 'comprender', 'fácilmente', 'buen', 'velocidad']"
575,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,85.583,0.0,1,Por que domina bien los temas ,0.0,"['dominar', 'bien', 'tema']"
576,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,73.187,0.0,2,es buena maestra solo que aveces no sabe como explicarlo de una manera mas fácil es buena maestra solo que aveces no sabe como explicarlo de una manera mas fácil,1.0,"['buen', 'maestro', 'solo', 'avez', 'no', 'saber', 'explicar', 'él', 'manera', 'mas', 'fácil', 'buen', 'maestro', 'solo', 'avez', 'no', 'saber', 'explicar', 'él', 'manera', 'mas', 'fácil']"
577,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,81.5,0.0,1,"Buena maestra, le gustan las mates y es muy buena explicando ",1.0,"['buen', 'maestro', 'gustar', 'mate', 'buen', 'explicar']"
578,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,90.416,0.0,2,porque sabe mucho y explica los temas de la manera mas sencilla no tengo motivos para no recomendarla,0.0,"['saber', 'explicar', 'tema', 'manera', 'mas', 'sencillo', 'no', 'motivo', 'no', 'recomendar', 'él']"
579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,83.181,0.0,2,explica muy bien no tengo disconformidades,1.0,"['explicar', 'bien', 'no', 'disconformidad']"
580,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,84.25,0.0,2,"Es buena maestra y da asesorías. Explica sus clases muy rápido, a veces aunque no entiendas el tema la clase sigue.",1.0,"['buen', 'maestro', 'dar', 'asesoría', 'explicar', 'clase', 'rápido', 'vez', 'aunque', 'no', 'entender', 'tema', 'clase', 'seguir']"
581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,78.958,1.0,1,Apoya con asesorias en video y da completo apoyo para el aprendizaje individual ,1.0,"['apoyar', 'asesoria', 'video', 'dar', 'completo', 'apoyo', 'aprendizaje', 'individual']"
582,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,90.24,1.0,1,Es muy bueno y tiene mucho tacto. ,1.0,"['buen', 'tacto']"
583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,88.709,1.0,1,Excelente profesor con una actitud de enseñar muy padre que te dan ganas de aprender ,1.0,"['excelente', 'profesor', 'actitud', 'enseñar', 'padre', 'dar', 'gana', 'aprender']"
584,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,92.256,1.0,1,Muestra mucho compromiso y entusiasmo con enseñar ,0.0,"['mostrar', 'compromiso', 'entusiasmo', 'enseñar']"
585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,82.909,1.0,1,"A pesar de que habíamos varios de diseño industrial que se nos dificultaban los programas, Andy siempre fue super paciente y comprensivo con nosotros, es muy bueno para explicar y se nota que le apasiona ",1.0,"['pesar', 'varios', 'diseño', 'industrial', 'dificultar', 'programa', 'andy', 'siempre', 'super', 'paciente', 'comprensivo', 'yo', 'buen', 'explicar', 'nota', 'apasionar']"
586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,91.702,1.0,1,Andy es súper apasionado y buena vibra. Conoce bien lo que enseña y muestra pasión y gusto por ello. ,1.0,"['andy', 'súper', 'apasionado', 'buen', 'vibrar', 'conocer', 'bien', 'enseñar', 'mostrar', 'pasión', 'gusto', 'él']"
587,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,89.888,1.0,1,"excelente profe, muy paciente y bueno para explicar. Le encanta su materia y hace su clase dinamica y amena. ",1.0,"['excelente', 'profe', 'paciente', 'buen', 'explicar', 'encantar', 'materia', 'hacer', 'clase', 'dinamico', 'ameno']"
588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.2,1.0,0, Aprendió junto con nosotros en la materia y siento que su clase no fue retadora,0.0,"['aprender', 'junto', 'materia', 'sentir', 'clase', 'no', 'retador']"
589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,86.942,1.0,0," No está lo suficientemente estrucuturada la clase. Vimos poco del uso del programa. En el final comentó que solo habría un proyecto y con tiempo de anticipación, a dos semanas de concluir nos agrego otros dos proyectos más.",0.0,"['no', 'suficientemente', 'estrucuturado', 'clase', 'ver', 'uso', 'programa', 'final', 'comentar', 'solo', 'proyecto', 'tiempo', 'anticipación', 'dos', 'semana', 'concluir', 'agregar', 'dos', 'proyecto', 'más']"
590,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,80.83,1.0,1,Buen profesor ,1.0,"['buen', 'profesor']"
591,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,74.971,1.0,1,Su gran actitud positiva y mentalidad de si se puede ,0.0,"['gran', 'actitud', 'positivo', 'mentalidad', 'si', 'poder']"
592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,84.35,1.0,1,Porque es un maestro que siempre motiva a sus alumnos a ser mejores ,1.0,"['maestro', 'siempre', 'motivar', 'alumno', 'ser', 'mejor']"
593,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,96.742,1.0,0, A veces se emociona y empieza a dejar demasiada carga de trabajo para el final que no es realista,1.0,"['vez', 'emocionar', 'empezar', 'dejar', 'demasiado', 'carga', 'trabajo', 'final', 'no', 'realista']"
594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,86.942,1.0,0," La dinámica de clases no es la adecuada, en vez de enseñar de los más básico e ir aumentando progresivamente. Te satura con proyectos a un nivel más alto para un nuevo en la materia. Te enseña muchos temas de diferentes áreas de modelado, saturandote de quehacer en vez de enfocarte a modelar.",0.0,"['dinámica', 'clase', 'no', 'adecuado', 'vez', 'enseñar', 'básico', 'ir', 'aumentar', 'progresivamente', 'satura', 'proyecto', 'nivel', 'alto', 'nuevo', 'materia', 'enseñar', 'tema', 'diferente', 'área', 'modelado', 'saturar', 'tú', 'quehacer', 'vez', 'enfocar', 'tú', 'modelar']"
595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,87.605,1.0,1,"Enseña todo rapido y luego te suelta para que aprendas solo. Suena malo pero es muy bueno, como saltar del nido ",1.0,"['enseñar', 'rapido', 'luego', 'suelto', 'aprender', 'solo', 'sonar', 'malo', 'buen', 'saltar', 'nido']"
596,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,91.055,1.0,1,Porque domina mucho la materia que da. ,1.0,"['dominar', 'materia', 'dar']"
597,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,91.12,1.0,2,"Es buenísimo en lo que hace pero sus clases van demasiado rápido, sobre todo si es la primera vez aprendiendo a usar un programa Sus clases van muy rápido",1.0,"['buenísimo', 'hacer', 'clase', 'ir', 'demasiado', 'rápido', 'si', 'primero', 'vez', 'aprender', 'usar', 'programa', 'clase', 'ir', 'rápido']"
598,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,84.23,1.0,1,Tiene gran conocimiento de la materia ,1.0,"['gran', 'conocimiento', 'materia']"
599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,92.0,1.0,1,Andy siempre demuestra que domina el tema sea cual sea la materia que imparta. ,1.0,"['andy', 'siempre', 'demostrar', 'dominar', 'tema', 'materia', 'impartir']"
600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,91.44,1.0,2,"Dominio del tema, actividades útiles y bien aprovechada. Aprendes muchisimo Va muy rápido, pero so le sigues el ritmo, todo excelente",1.0,"['dominio', 'tema', 'actividad', 'útil', 'bien', 'aprovechado', 'aprender', 'muchisimo', 'ir', 'rápido', 'se', 'seguir', 'ritmo', 'excelente']"
601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,79.323,1.0,1,Explica todo muy bien y esta al pendiente de vualquier problema que sle salga al alumno ,1.0,"['explicar', 'bien', 'pendiente', 'vualquiera', 'problema', 'sle', 'salir', 'alumno']"
602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,84.416,1.0,2,Un profesor que conoce lo que hace y sabe enseñarlo Si la recomiendo,1.0,"['profesor', 'conocer', 'hacer', 'saber', 'enseñar', 'él', 'si', 'recomer']"
603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,91.0,1.0,1,"Es muy bueno dando clase, le apasiona su trabajo y tiene un talentazo, es super buena onda pero sin dejar de ser estricto. he aprendido un monton y muy rapido ",1.0,"['buen', 'dar', 'clase', 'apasionar', 'trabajo', 'talentazo', 'super', 'buen', 'onda', 'dejar', 'ser', 'estricto', 'aprender', 'monton', 'rapido']"
604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,87.388,1.0,1,Es un maestro muy paciente ,1.0,"['maestro', 'paciente']"
605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,87.2,1.0,2,"El mejor maestro que he tenido en el TEC, nos enseña más que sólo modelar en 3d, es muy apegado a sus alumnos, muy comprensivo y sabe bastante de lo que da clases. Es con el único maestro que me siento cercano a mi y a mis compañeros. Si no te gusta modelar en 3d no te va gustar su clase pero eso no es culpa del maestro porque el trata de hacer que la clase sea entretenida y nos sirva para nuestra vida profesional.",1.0,"['mejor', 'maestro', 'tec', 'enseñar', 'sólo', 'modelar', '3d', 'apegado', 'alumno', 'comprensivo', 'saber', 'bastante', 'dar', 'clase', 'único', 'maestro', 'sentir', 'cercano', 'compañero', 'si', 'no', 'gustar', 'modelar', '3d', 'no', 'ir', 'gustar', 'clase', 'no', 'culpa', 'maestro', 'tratar', 'hacer', 'clase', 'entretenido', 'servir', 'vida', 'profesional']"
606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,81.354,1.0,1,Mejor profe que tenemos como Lad- ,1.0,"['mejor', 'profe', 'lad']"
607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,84.605,1.0,1,Es uno de los mejores en lo que hace ,1.0,"['mejor', 'hacer']"
608,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,88.28,1.0,1,"la verdad nada, el sabe como dar su clase de manera excelente, es un gran profesor ",1.0,"['verdad', 'nada', 'saber', 'dar', 'clase', 'manera', 'excelente', 'gran', 'profesor']"
609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,85.28,1.0,2,"Es un gran profesor, un excelente guía y tiene dominio completo de su área. Sin comentarios",1.0,"['gran', 'profesor', 'excelente', 'guía', 'dominio', 'completo', 'área', 'comentario']"
610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.36,1.0,1,"Explica muy bien, siempre resuelve tus dudas y te apoya con lo que necesites. ",1.0,"['explicar', 'bien', 'siempre', 'resolver', 'duda', 'apoyar', 'necesitar']"
611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,72.615,1.0,1,Me gusta este profesor ,1.0,"['gustar', 'profesor']"
612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,85.75,1.0,1,Buen maestro ,0.0,"['buen', 'maestro']"
613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,87.0,1.0,1,Sabe como dar la clase de una buena manera ,1.0,"['saber', 'dar', 'clase', 'buen', 'manera']"
614,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,89.416,1.0,2,"Es muy paciente, explica muy bien los temas, se nota que tiene un amplio conocimiento de la materia Se me hizo un poco pesado tomar su clase a las 7:00 de la mañana",1.0,"['paciente', 'explicar', 'bien', 'tema', 'nota', 'amplio', 'conocimiento', 'materia', 'hacer', 'pesado', 'tomar', 'clase', '700', 'mañana']"
615,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,79.12,1.0,1,Le da un toque divertido a la materia ,1.0,"['dar', 'toque', 'divertido', 'materia']"
616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,85.636,1.0,2,MUY BIEN MUY BIEN,1.0,"['bien', 'bien']"
617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,85.181,1.0,2,"Excelente profesor, metodo de clase y dinámicas. A pesar de ser clase a las 7 am me pareció excelente. si lo recomiendo",1.0,"['excelente', 'profesor', 'metodo', 'clase', 'dinámico', 'pesar', 'ser', 'clase', '7', 'a', 'em', 'parecer', 'excelente', 'si', 'recomer']"
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,92.083,1.0,2,Porque es muy amable y responde dudas. Porque sus explicaciones no son tan claras.,0.0,"['amable', 'responder', 'duda', 'explicación', 'no', 'tanto', 'claro']"
619,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,84.0,1.0,1,"Tomar su clase a las 7:00am no fue para nada pesado; es muy buen maestro, la hace divertida y además me gusta que fomenta mucho el trabajo en equipo y los conocimientos más específicos de la materia; no solo nos enseñó lo básico necesario, fue más allá ",1.0,"['tomar', 'clase', '700am', 'no', 'pesado', 'buen', 'maestro', 'hacer', 'divertido', 'además', 'gustar', 'fomentar', 'trabajo', 'equipo', 'conocimiento', 'específico', 'materia', 'no', 'solo', 'enseñar', 'básico', 'necesario', 'allá']"
620,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,88.916,1.0,1,Muy buen maestro en general ,1.0,"['buen', 'maestro', 'general']"
621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,88.727,1.0,2,no lo recomendaría sus clases estan basadas en presentaciones de power point,0.0,"['no', 'recomendar', 'clase', 'estar', 'basado', 'presentación', 'power', 'point']"
